Cmmn_Nm,Cnctntd,bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,ffd_r,resdept_r,drainagecl,drainagecl_Levels,soimoistdept_r,flodfreqcl,flodfreqcl_Levels,floddurcl,floddurcl_Levels,pondfreqcl,pondfreqcl_Levels,ponddurcl,ponddurcl_Levels,awc_r,aws.x,aws.y,dbthirdbar_r,dbovendry_r,om_r,claytotal_r,sandtotal_r,silttotal_r
Marbled Salamander,"Marbled Salamander, 39.4414133333, -82.57328",11.750000000000057,9.5,0.2869999885559082,858.1,28.450000000000045,-4.749999999999943,33.2,20.55000000000001,0.35000000000002274,22.55000000000001,0.35000000000002274,1082.7,120.60000000000001,71,16.3,335.8,231.5,305.2,231.5,178,114,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,0.1536842140842948,17.748500386439265,17.748500386439265,1.4922806965677362,1.5564912280701755,0.5219298293977452,21.403508771929825,18.640350877192983,59.95614035087719
Marbled Salamander,"Marbled Salamander, 39.480999, -74.806418",13.350000000000023,8.5,0.2660000085830689,821.9000000000001,29.55000000000001,-2.349999999999966,31.900000000000002,23.250000000000057,2.750000000000057,23.950000000000045,2.750000000000057,1165.3,123.4,74.4,12.4,321.6,264.7,320.90000000000003,264.7,162,201,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marbled Salamander,"Marbled Salamander, 39.482094, -87.323198",12.350000000000023,9.5,0.27200000286102294,923.9000000000001,29.55000000000001,-5.149999999999977,34.7,21.950000000000045,-0.14999999999997726,23.850000000000023,-0.14999999999997726,1164.5,140,61.300000000000004,22.1,381.40000000000003,217.60000000000002,330.40000000000003,217.60000000000002,190,201,4,Moderately well drained,46,1,None,NA,NA,1,None,NA,NA,0.20009999684989452,40.019999369978905,40.019999369978905,1.4629999965429306,1.61165,0.745,23.915,6.949999999999999,69.13499999999999
Marbled Salamander,"Marbled Salamander, 39.485432, -81.531039",12.250000000000057,9.5,0.2890000104904175,841.6,28.750000000000057,-4.149999999999977,32.9,20.850000000000023,7.350000000000023,22.850000000000023,1.0500000000000114,1128.9,121.7,73.2,16.7,354.90000000000003,238.4,324.5,246.10000000000002,170,201,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,0.12080000229179859,24.816667087376118,24.816667087376118,1.4397500330209732,1.5587499999999999,0.7324999999999999,23.5,43.569999542236324,32.93000045776367
Marbled Salamander,"Marbled Salamander, 39.498162, -82.122522",11.950000000000045,9.600000000000001,0.2880000114440918,853.6,28.750000000000057,-4.5499999999999545,33.300000000000004,20.750000000000057,0.5500000000000114,22.750000000000057,0.5500000000000114,1088.2,124.9,69.8,18,346.6,227.10000000000002,307.1,227.10000000000002,170,201,3,Well drained,137,1,None,NA,NA,1,None,NA,NA,0.12460526216186976,18.939999848604206,18.939999848604206,1.4822368449286412,1.7338815789473685,0.6825657760430323,25.99013157894737,26.857894771977474,47.15197364907516
Marbled Salamander,"Marbled Salamander, 39.5142822387, -78.2446609053",12.250000000000057,10.100000000000001,0.29500000476837157,868.8000000000001,29.850000000000023,-4.349999999999966,34.2,21.250000000000057,0.9500000000000455,23.450000000000045,0.9500000000000455,982.7,98.80000000000001,62.900000000000006,13.700000000000001,285.1,200.5,267.8,200.5,151,201,4,Moderately well drained,69,4,Occasional,2,Very brief (4 to 48 hours),1,None,NA,NA,0.14030303422248724,24.168824067887137,24.168824067887137,1.2999999523162842,1.3600000000000003,1.1848484927957708,13.545454545454547,30.745454094626687,55.7090897993608
Marbled Salamander,"Marbled Salamander, 39.5514133333, -82.2618416667",12.050000000000011,9.600000000000001,0.28499999046325686,867.3000000000001,28.950000000000045,-4.649999999999977,33.6,20.950000000000045,0.4500000000000455,22.950000000000045,0.4500000000000455,1050.4,120.7,66.3,17.900000000000002,333.3,219.8,296.40000000000003,219.8,170,201,5,Somewhat poorly drained,53,3,Rare,2,Very brief (4 to 48 hours),1,None,NA,NA,0.16874999984314568,25.649999976158142,25.649999976158142,1.5278289106331373,1.5969736842105264,0.7279605308645649,24.75657894736842,7.744079081635727,67.49934060950028
Marbled Salamander,"Marbled Salamander, 39.553862, -81.291988",11.750000000000057,9.5,0.29100000858306885,830.2,28.05000000000001,-4.449999999999989,32.5,20.250000000000057,0.6500000000000341,22.250000000000057,0.6500000000000341,1162.8,126.10000000000001,77.2,16.3,364.5,249.8,338.20000000000005,249.8,170,127,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,0.165905507882749,18.3181246612221,18.3181246612221,1.4322835009867751,1.6333858267716534,0.9566929133858268,36.69685039370079,19.02755914522907,44.27559046107014
Marbled Salamander,"Marbled Salamander, 39.565553, -77.495442",10.550000000000011,9.700000000000001,0.30000000000000004,813,27.250000000000057,-5.249999999999943,32.5,18.950000000000045,0.05000000000001137,21.05000000000001,0.05000000000001137,1286.1000000000001,123.80000000000001,86.30000000000001,11.200000000000001,361.40000000000003,271,344.5,271,155,56,5,Somewhat poorly drained,37,1,None,NA,NA,1,None,NA,NA,0.07280898939692572,14.014000093750656,14.014000093750656,1.5707864989055678,1.6626404494382023,0.37219101123595505,19.292134831460675,46.4966288362996,34.21123586076029
Marbled Salamander,"Marbled Salamander, 39.570962, -78.447862",12.450000000000045,10.200000000000001,0.29500000476837157,879.2,30.250000000000057,-4.349999999999966,34.6,21.450000000000045,0.9500000000000455,23.750000000000057,0.9500000000000455,988.3000000000001,102.4,62.7,14.5,290.3,203.70000000000002,267.90000000000003,203.70000000000002,151,71,4,Moderately well drained,53,1,None,NA,NA,1,None,NA,NA,0.1318787868275787,21.759999826550484,21.759999826550484,1.3790908994096698,1.4478787878787878,0.5833333333333334,24.536363636363635,31.283030885638613,44.180605709191525
Marbled Salamander,"Marbled Salamander, 39.570992, -74.661193",13.350000000000023,8.6,0.2690000057220459,824,29.650000000000034,-2.4499999999999886,32.1,23.950000000000045,2.650000000000034,23.950000000000045,2.650000000000034,1180.3,125.2,76.2,12.4,327.5,268.1,327.5,268.1,219,201,6,Poorly drained,5,1,None,NA,NA,1,None,NA,NA,0.057500000577419996,11.736000107601285,11.736000107601285,1.5164999923110007,1.5920500000000002,2.4925,2.6875,89.5325,5.305
Marbled Salamander,"Marbled Salamander, 39.572203, -82.042176",11.850000000000023,9.600000000000001,0.2890000104904175,851.1,28.55000000000001,-4.649999999999977,33.2,20.55000000000001,0.4500000000000455,22.55000000000001,0.4500000000000455,1028.3,118,64.5,18.400000000000002,330.20000000000005,213,292.7,213,170,69,4,Moderately well drained,76,1,None,NA,NA,1,None,NA,NA,0.13778947431005928,26.180000118911266,26.180000118911266,1.532315791280646,1.6087894736842105,0.3915789499094612,27.039473684210527,26.342105263157894,46.61842105263158
Marbled Salamander,"Marbled Salamander, 39.590931, -75.742506",13.250000000000057,7.800000000000001,0.24500000476837158,856.5,29.250000000000057,-2.6499999999999773,31.900000000000002,22.05000000000001,2.0500000000000114,24.250000000000057,2.0500000000000114,1212.2,121.5,76.80000000000001,12.600000000000001,341.20000000000005,257.1,332.20000000000005,257.1,195,201,4,Moderately well drained,61,1,None,NA,NA,1,None,NA,NA,0.13000000040978194,25.050000107536714,25.050000107536714,1.6887500041723251,1.51115,0.535,13.545,50.015,36.44
Marbled Salamander,"Marbled Salamander, 39.668056, -77.565551",12.050000000000011,9.700000000000001,0.2880000114440918,859.6,29.150000000000034,-4.5499999999999545,33.7,20.950000000000045,0.8500000000000227,23.05000000000001,0.8500000000000227,1035.5,99.10000000000001,68.2,11.700000000000001,291.90000000000003,217.20000000000002,277,217.20000000000002,160,201,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,0.12404371724754083,22.419697196796687,22.419697196796687,1.5336065155560852,1.652295081967213,0.43442622950819676,29.62841530054645,24.153005464480874,46.21857923497268
Marbled Salamander,"Marbled Salamander, 39.6986116667, -78.45247",11.750000000000057,9.9,0.29100000858306885,867.3000000000001,29.250000000000057,-4.849999999999966,34.1,20.650000000000034,0.4500000000000455,22.850000000000023,0.4500000000000455,975.2,101.60000000000001,60.800000000000004,14.5,287.90000000000003,200.3,265.8,200.3,166,33,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,0.09818181824503522,3.287499998509884,3.287499998509884,1.2975757643580437,1.4626666666666668,4.310344819364877,18.715151468912758,23.81818181818182,48.37575762199633
Marbled Salamander,"Marbled Salamander, 39.741601, -75.708577",12.850000000000023,8.6,0.2630000114440918,850.4000000000001,29.350000000000023,-3.1499999999999773,32.5,21.55000000000001,1.7500000000000568,23.750000000000057,1.7500000000000568,1205.5,120.5,76,12.3,337,257.7,330,257.7,173,64,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,0.1820312466006726,13.524999798834322,13.524999798834322,1.5039062891155481,1.5525,1.0128124970942736,22.4921875,35.67812538146973,41.82968711853027
Marbled Salamander,"Marbled Salamander, 39.768715, -77.597047",12.150000000000034,9.600000000000001,0.28299999237060547,870.1,29.350000000000023,-4.649999999999977,34,21.150000000000034,0.7500000000000568,23.250000000000057,0.7500000000000568,1036.3,99.60000000000001,67.8,11.9,292.3,217.5,276.40000000000003,217.5,160,89,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,0.15382022435745496,18.098888963460922,18.098888963460922,1.4595505521538552,1.5462921348314607,0.6039325842696629,25.314606741573034,21.044944163118856,53.640449095308114
Marbled Salamander,"Marbled Salamander, 39.7978461071, -77.4137755867",11.050000000000011,9.600000000000001,0.29000000953674315,841.1,27.850000000000023,-5.249999999999943,33.1,15.650000000000034,0.1500000000000341,21.850000000000023,0.1500000000000341,1275.1000000000001,121.10000000000001,87.5,10.700000000000001,353.90000000000003,272,335.90000000000003,272,165,107,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,0.10925233600852645,11.001699920520187,11.001699920520187,1.4570093355446216,1.5556074766355141,0.6261682242990654,19.710280373831775,27.116821912961584,53.17289812319746
Marbled Salamander,"Marbled Salamander, 39.87259, -77.494707",10.750000000000057,9.600000000000001,0.2890000104904175,841.1,27.55000000000001,-5.5499999999999545,33.1,15.350000000000023,-0.14999999999997726,21.55000000000001,-0.14999999999997726,1181.9,113.4,79.60000000000001,11.5,331.90000000000003,250.20000000000002,314.1,250.20000000000002,140,201,4,Moderately well drained,54,1,None,NA,NA,1,None,NA,NA,0.05466666756705805,11.218469453443374,11.218469453443374,1.417878804062352,1.5570303030303032,0.6590909090909092,7.763636363636364,71.55818139278527,20.678181711832682
Marbled Salamander,"Marbled Salamander, 40.140172, -87.746902",11.550000000000011,9.600000000000001,0.2740000009536743,943.5,28.750000000000057,-6.349999999999966,35.1,21.250000000000057,0.7500000000000568,23.250000000000057,-1.2499999999999432,1068.8,121.30000000000001,53.400000000000006,25.6,360.6,178.70000000000002,337.20000000000005,183.60000000000002,175,124,5,Somewhat poorly drained,25,1,None,NA,NA,1,None,NA,NA,0.16013158004927008,24.342783674597744,24.342783674597744,1.5538815989306098,1.7098684210526316,0.653289470919653,25.75657894736842,19.269736842105264,54.973684210526315
Marbled Salamander,"Marbled Salamander, 40.2173016, -87.3348244",11.550000000000011,9.5,0.2700000047683716,944,28.850000000000023,-6.249999999999943,35.1,21.250000000000057,-1.2499999999999432,23.250000000000057,-1.2499999999999432,1018.4000000000001,119.60000000000001,52.6,26.400000000000002,350.8,172.10000000000002,323.70000000000005,172.10000000000002,185,77,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,0.17406593803521042,15.840000361204147,15.840000361204147,1.4901098995418338,1.7049450549450549,0.8983516483516484,30.81318681318681,30.065934065934066,39.120879120879124
Marbled Salamander,"Marbled Salamander, 40.23888, -87.787042",11.450000000000045,9.600000000000001,0.2740000009536743,940.7,28.55000000000001,-6.449999999999989,35,21.05000000000001,0.6500000000000341,23.05000000000001,-1.349999999999966,1080.9,122,53,26.1,365.20000000000005,179.9,344.20000000000005,182.60000000000002,170,201,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,0.12834999844431877,25.619999710321427,25.619999710321427,1.6100000005960464,1.72715,0.3585000021010637,20.13,43.260000000000005,36.61
Marbled Salamander,"Marbled Salamander, 40.30064, -82.82779",10.750000000000057,9.3,0.27300000190734863,891.5,27.650000000000034,-6.349999999999966,34,19.950000000000045,0.35000000000002274,21.950000000000045,-1.1499999999999773,1037.5,113.5,59.300000000000004,19.400000000000002,332.1,205.9,308.1,207,165,201,4,Moderately well drained,46,1,None,NA,NA,1,None,NA,NA,0.12355000298470259,24.720700564458966,24.720700564458966,1.6467500072717667,1.7650000000000001,0.835,29.895,23.54,46.565
Marbled Salamander,"Marbled Salamander, 40.319727, -75.047583",12.150000000000034,9.200000000000001,0.275,858.1,29.150000000000034,-4.349999999999966,33.5,20.950000000000045,2.0500000000000114,23.150000000000034,1.0500000000000114,1290.8000000000002,134.5,78.80000000000001,12.5,364.40000000000003,274.5,360.20000000000005,277.40000000000003,170,202,6,Poorly drained,8,6,Frequent,2,Very brief (4 to 48 hours),1,None,NA,NA,0.14691011490446798,25.965500451624393,25.965500451624393,1.3185393046796992,1.3842696629213482,0.6053370786516854,23.286516853932586,30.31549269716505,46.832394532754385
Marbled Salamander,"Marbled Salamander, 40.3664307738, -83.5472144559",10.750000000000057,9.3,0.27300000190734863,898.3000000000001,27.55000000000001,-6.349999999999966,33.9,20.05000000000001,0.25000000000005684,22.05000000000001,-1.2499999999999432,995.4000000000001,112.30000000000001,55.2,22.1,330.40000000000003,187.5,306.3,190,154,201,7,Very poorly drained,7,1,None,NA,NA,5,Frequent,3,Long (7 to 30 days),0.13483145958587026,23.9999998062849,23.9999998062849,1.5258427027905925,1.909887640449438,0.9483146111616927,47.30337078651685,9.797752808988765,42.89887640449438
Marbled Salamander,"Marbled Salamander, 40.420856, -74.788903",11.750000000000057,9.3,0.27999999523162844,848.5,28.750000000000057,-4.5499999999999545,33.300000000000004,20.450000000000045,1.7500000000000568,22.750000000000057,0.7500000000000568,1376.4,144.1,82.80000000000001,13.3,396.70000000000005,289.6,391.40000000000003,291.40000000000003,162,203,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,0.12749999854713678,22.366499795392155,22.366499795392155,1.4749999940395355,1.56125,0.59375,28.4375,35.05000138282776,36.51249885559082
Marbled Salamander,"Marbled Salamander, 40.51797778, -78.01559722",10.450000000000045,9.4,0.27699999809265136,879.4000000000001,27.55000000000001,-6.5499999999999545,34.1,19.450000000000045,-1.0499999999999545,21.650000000000034,-1.0499999999999545,980.4000000000001,98.10000000000001,62.1,13.9,285.8,194.3,274.7,194.3,164,137,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,0.07978102230351336,11.18350003939122,11.18350003939122,1.4517518081804262,1.4982481751824819,3.9558394111856057,11.31538440997784,56.721538895827074,31.963077750572793
Marbled Salamander,"Marbled Salamander, 40.525103, -74.832175",12.150000000000034,9.4,0.27300000190734863,873.8000000000001,29.55000000000001,-4.649999999999977,34.2,21.150000000000034,1.8500000000000227,23.350000000000023,0.7500000000000568,1278.1000000000001,132.4,76.80000000000001,13.200000000000001,366.8,266.3,357.8,271.1,162,201,4,Moderately well drained,61,1,None,NA,NA,1,None,NA,NA,0.12181817909533327,20.749999652802945,20.749999652802945,1.4036363637808598,1.4865454545454544,1.0909090909090908,16.1030303030303,50.62484737743031,33.27212142510847
Marbled Salamander,"Marbled Salamander, 40.527654, -76.45549",11.350000000000023,9.200000000000001,0.2670000076293945,889.7,28.55000000000001,-5.749999999999943,34.300000000000004,22.750000000000057,0.9500000000000455,22.750000000000057,-0.24999999999994316,1278.3000000000002,127.5,79.80000000000001,13.200000000000001,372.70000000000005,261.90000000000003,372.70000000000005,264.40000000000003,160,202,6,Poorly drained,15,6,Frequent,4,Long (7 to 30 days),1,None,NA,NA,0.14828947127649658,21.90783473403798,21.90783473403798,1.341776327867257,1.4101315789473683,0.7523026285987151,24.088815789473685,19.545395248814632,56.36578896171169
Marbled Salamander,"Marbled Salamander, 40.750573, -75.696573",10.650000000000034,9.5,0.27699999809265136,884,27.950000000000045,-6.449999999999989,34.4,19.750000000000057,0.1500000000000341,21.950000000000045,-0.9499999999999886,1439.1000000000001,147.6,90.2,14,412.1,288,408.40000000000003,300.3,148,96,3,Well drained,99,1,None,NA,NA,1,None,NA,NA,0.09222929957945636,14.466800018697977,14.466800018697977,1.4531846790556695,1.552484076433121,0.3901273885350318,23.49044585987261,39.80700659296315,36.70254754716424
Marbled Salamander,"Marbled Salamander, 40.79548333, -77.95244722",9.450000000000045,9.5,0.27999999523162844,870.9000000000001,26.450000000000045,-7.449999999999989,33.9,18.450000000000045,-1.9499999999999886,20.55000000000001,-1.9499999999999886,1183.3,120.5,76.60000000000001,13.600000000000001,343.1,237.70000000000002,339.70000000000005,237.70000000000002,150,217,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,0.10202127699046692,19.267000049725173,19.267000049725173,1.3526595393393903,1.4260106382978726,0.624468085316426,15.659574468085108,67.16276667980438,17.177659755057476
Marbled Salamander,"Marbled Salamander, 40.854964, -72.930633",11.650000000000034,4.7,0.17300000190734866,784.3000000000001,25.05000000000001,-1.849999999999966,26.900000000000002,8.750000000000057,1.9500000000000455,21.650000000000034,1.9500000000000455,1254.7,121.2,90.2,8.4,340.5,297.5,303.5,306.6,200,201,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,0.08163636394522407,13.470000050961971,13.470000050961971,1.441818151329503,1.5170303030303032,0.9575757575757575,5.709090909090909,82.39454609264027,11.896363795887341
Marbled Salamander,"Marbled Salamander, 40.882242, -75.225964",10.450000000000045,9.600000000000001,0.27799999713897705,875.8000000000001,27.650000000000034,-6.749999999999943,34.4,19.450000000000045,0.05000000000001137,21.650000000000034,-0.9499999999999886,1528.6000000000001,153.8,95.5,13.3,440.8,309.5,432.40000000000003,318.8,125,86,3,Well drained,86,1,None,NA,NA,1,None,NA,NA,0.09445378209362511,13.365000017732381,13.365000017732381,1.407563032222395,1.498655462184874,2.0777310924369745,14.957983193277311,51.198318353220195,33.84369792457388
Marbled Salamander,"Marbled Salamander, 40.910393, -72.780497",11.850000000000023,4.7,0.17500000000000002,789.1,25.250000000000057,-1.849999999999966,27.1,8.950000000000045,2.0500000000000114,21.850000000000023,2.0500000000000114,1212.9,118.60000000000001,87.80000000000001,9,329.6,285.7,294.3,295.6,200,201,1,Excessively drained,201,1,None,NA,NA,1,None,NA,NA,0.0872023810322086,14.247000005096197,14.247000005096197,1.5593452460709072,1.5639880952380953,2.7112500039594516,1,85.25,10.178571428571429
Marbled Salamander,"Marbled Salamander, 40.96036374, -75.16668882",10.250000000000057,9.4,0.275,873.9000000000001,27.350000000000023,-6.949999999999989,34.300000000000004,19.250000000000057,-0.14999999999997726,21.350000000000023,-1.2499999999999432,1337.5,128.3,84.60000000000001,12.700000000000001,380.20000000000005,272.90000000000003,371.5,281,145,76,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,0.11039473684994798,9.644999990146607,9.644999990146607,1.3068421163449162,1.356578947368421,6.671052631578947,13.315068493150685,41.89041095890411,44.794520547945204
Marbled Salamander,"Marbled Salamander, 41.018677, -74.786797",10.750000000000057,9.3,0.2690000057220459,882.5,27.950000000000045,-6.5499999999999545,34.5,19.750000000000057,0.25000000000005684,22.05000000000001,-0.8499999999999659,1306.5,127.60000000000001,79.9,12.9,371.40000000000003,269.3,366.6,272.3,162,38,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,0.1486842120556455,6.3200000785291195,6.3200000785291195,1.4168420700650466,1.522857142857143,7.763157894736842,14.199999809265137,20.600000381469727,65.19999694824219
Marbled Salamander,"Marbled Salamander, 41.094037, -74.252255",10.950000000000045,9.1,0.2660000085830689,871.9000000000001,27.950000000000045,-6.149999999999977,34.1,22.05000000000001,0.5500000000000114,22.05000000000001,-0.44999999999998863,1133.9,105.30000000000001,69.8,11.100000000000001,309.1,237.4,309.1,239.60000000000002,162,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marbled Salamander,"Marbled Salamander, 41.14306, -75.151543",9.650000000000034,9.1,0.2680000066757202,876.8000000000001,26.55000000000001,-7.449999999999989,34,18.750000000000057,-0.7499999999999432,20.850000000000023,-1.849999999999966,1465.8000000000002,142.20000000000002,93,13.3,418.5,297.2,410.40000000000003,305.90000000000003,130,61,6,Poorly drained,0,1,None,NA,NA,3,Occasional,4,Very long (more than 30 days),0.07922619214237091,15.430000177565962,15.430000177565962,1.6443452597374006,1.8026993865030674,1.056547619047619,12.113095238095239,59.807362702726586,27.70797597264951
Marbled Salamander,"Marbled Salamander, 41.155331, -74.974224",9.950000000000045,9.200000000000001,0.2700000047683716,873,26.850000000000023,-7.249999999999943,34.1,18.850000000000023,-0.44999999999998863,21.05000000000001,-1.5499999999999545,1497.9,143.3,94,13,427.90000000000003,306.5,419,313.5,130,56,4,Moderately well drained,48,1,None,NA,NA,1,None,NA,NA,0.10685393264454401,18.38500000329688,18.38500000329688,1.6258427266324504,1.7289887640449437,0.3662921358527762,14,69.5999984741211,16.399999618530273
Marbled Salamander,"Marbled Salamander, 41.1718890278, -73.6784371389",10.850000000000023,8,0.24300000667572022,859.9000000000001,27.250000000000057,-5.5499999999999545,32.800000000000004,17.55000000000001,0.4500000000000455,21.850000000000023,-0.24999999999994316,1422.3000000000002,131.5,91,10.3,383.5,301.7,372.1,304.5,165,201,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,0.14478787833994086,18.395789438564528,18.395789438564528,1.4433939456939697,1.4664242424242426,3.493939393939394,9.229813664596273,57.826086956521735,32.94409937888199
Marbled Salamander,"Marbled Salamander, 41.232714, -74.327766",10.150000000000034,9.200000000000001,0.2700000047683716,867,26.950000000000045,-6.949999999999989,33.9,16.650000000000034,-0.24999999999994316,21.250000000000057,-1.1499999999999773,1298.5,123,79,12.5,357.8,266.1,356.6,269.40000000000003,170,0,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,NA,6.639999985694885,6.639999985694885,NA,NA,NA,NA,NA,NA
Marbled Salamander,"Marbled Salamander, 41.2400302566, -73.8528654237",11.150000000000034,8.5,0.2519999980926514,879.3000000000001,27.950000000000045,-5.849999999999966,33.800000000000004,17.850000000000023,0.5500000000000114,22.350000000000023,-0.3499999999999659,1263.3000000000002,118.2,81.7,10.700000000000001,343.8,267,339.5,270.2,165,76,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,0.10831683224970752,12.378795269383005,12.378795269383005,1.3310526276105328,1.354342105263158,5.4144736842105265,8.027397260273972,56.054794520547944,35.917808219178085
Marbled Salamander,"Marbled Salamander, 41.3109, -75.6723",9.250000000000057,8.9,0.26099998950958253,887.7,26.05000000000001,-8.149999999999977,34.2,18.350000000000023,-1.349999999999966,20.450000000000045,-2.4499999999999886,1200,122.2,75.7,14.9,340,235.4,337.8,243.5,145,41,5,Somewhat poorly drained,25,1,None,NA,NA,1,None,NA,NA,0.04781420844418755,9.120000127144158,9.120000127144158,1.6151912477824204,1.6710497237569062,1.863934435479628,15.657458563535911,37.966850828729285,46.3756906077348
Marbled Salamander,"Marbled Salamander, 41.314858, -72.991222",10.850000000000023,6.300000000000001,0.2130000114440918,818.6,25.850000000000023,-3.749999999999943,29.6,7.750000000000057,0.4500000000000455,21.150000000000034,0.4500000000000455,1419.1000000000001,131.1,100.7,8.3,380.1,326.20000000000005,343.40000000000003,326.20000000000005,165,38,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,0.1210526286771423,8.687349308237255,8.687349308237255,1.291842073986405,1.4448571428571428,4.35526315848294,4.776315789473684,55.723684210526315,31.605263157894736
Marbled Salamander,"Marbled Salamander, 41.328549, -72.418671",11.050000000000011,6.1000000000000005,0.21099998950958254,798.9000000000001,25.55000000000001,-3.4499999999999886,29,8.050000000000011,0.9500000000000455,21.150000000000034,0.9500000000000455,1297.1000000000001,119.60000000000001,92.2,8.8,350.1,302.40000000000003,312.3,302.40000000000003,165,201,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,0.09830303214716189,13.461931907656519,13.461931907656519,1.430000032078136,1.5152121212121212,0.3715151541612365,4.918181818181818,65.08181818181818,30
Marbled Salamander,"Marbled Salamander, 41.334778, -73.948678",10.350000000000023,8.9,0.2640000104904175,867.1,27.150000000000034,-6.649999999999977,33.800000000000004,16.950000000000045,-0.049999999999954525,21.350000000000023,-0.9499999999999886,1196.5,112.80000000000001,78.2,10.8,329.70000000000005,252.9,324.6,255.8,165,76,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,0.10831683224970752,12.378795269383005,12.378795269383005,1.3310526276105328,1.354342105263158,5.4144736842105265,8.027397260273972,56.054794520547944,35.917808219178085
Marbled Salamander,"Marbled Salamander, 41.345539, -72.592946",10.850000000000023,6.5,0.21900000572204592,807.3000000000001,25.850000000000023,-3.849999999999966,29.700000000000003,7.750000000000057,0.6500000000000341,21.05000000000001,0.6500000000000341,1313.9,119.80000000000001,94,8.6,356.8,306.5,318.6,306.5,165,38,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,0.1210526286771423,8.687349308237255,8.687349308237255,1.291842073986405,1.4448571428571428,4.35526315848294,4.776315789473684,55.723684210526315,31.605263157894736
Marbled Salamander,"Marbled Salamander, 41.3475671681, -73.4430172254",10.650000000000034,8.4,0.2519999980926514,864.1,27.55000000000001,-5.949999999999989,33.5,17.350000000000023,-0.44999999999998863,21.750000000000057,-0.44999999999998863,1397.3000000000002,129.8,91.9,9.8,377.70000000000005,298.6,368.3,298.6,165,201,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,0.14478787833994086,18.395789438564528,18.395789438564528,1.4433939456939697,1.4664242424242426,3.493939393939394,9.229813664596273,57.826086956521735,32.94409937888199
Marbled Salamander,"Marbled Salamander, 41.3483333333333, -82.4694444444444",10.550000000000011,6.6000000000000005,0.2,948.9000000000001,27.05000000000001,-5.849999999999966,32.9,20.250000000000057,-1.0499999999999545,22.55000000000001,-1.7499999999999432,1027.8,114.10000000000001,55.2,20.1,318.8,185.5,306.6,194.20000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marbled Salamander,"Marbled Salamander, 41.351847, -74.894665",9.350000000000023,9.1,0.2690000057220459,870.6,26.150000000000034,-7.749999999999943,33.9,18.250000000000057,-1.0499999999999545,20.450000000000045,-2.0499999999999545,1369.5,132.6,87.10000000000001,12.3,379.40000000000003,281.40000000000003,373.5,288.2,145,76,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,0.11039473684994798,9.5868000051751725,9.5868000051751725,1.3068421163449162,1.356578947368421,6.671052631578947,13.315068493150685,41.89041095890411,44.794520547945204
Marbled Salamander,"Marbled Salamander, 41.36383, -73.17261",10.650000000000034,7.7,0.2390000104904175,842.5,26.950000000000045,-5.0499999999999545,32,12.550000000000011,-0.14999999999997726,21.450000000000045,-0.14999999999997726,1386,124.9,95.10000000000001,8.200000000000001,369,307.1,351.3,307.1,165,38,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,0.1210526286771423,8.687349308237255,8.687349308237255,1.291842073986405,1.4448571428571428,4.35526315848294,4.776315789473684,55.723684210526315,31.605263157894736
Marbled Salamander,"Marbled Salamander, 41.370775, -71.685732",10.850000000000023,5.300000000000001,0.1940000057220459,768.2,24.350000000000023,-3.1499999999999773,27.5,8.150000000000034,17.650000000000034,20.650000000000034,1.2500000000000568,1244.8000000000002,127.30000000000001,89.4,10.9,339.40000000000003,283.6,297.6,290.7,165,56,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,0.10441176417995902,20.177999898791313,20.177999898791313,1.543764702186865,1.5602941176470588,3.357705882805235,3.01393943121939,74.3612109559955,22.624848221287582
